Date,Campaign Name,Spend,7 Day Total Sales,Clicks,Impressions
"Jan 18, 2026",Skillets - Broad,$52.34,$118.39,91,"3,758"
"Jan 18, 2026",Knives - Exact,$47.53,$200.80,59,"3,521"
"Jan 18, 2026",Knives - Broad,$34.57,$108.30,54,"2,682"
"Jan 18, 2026",Boards - Exact,$27.40,$155.70,48,"2,644"
"Jan 18, 2026",Coffee - Exact,$33.16,$160.70,48,"1,583"
"Jan 18, 2026",Coffee - Broad,$27.15,$82.21,41,"1,721"
"Jan 18, 2026",Catalog - Auto,$71.14,$109.34,82,"2,679"
"Jan 19, 2026",Skillets - Exact,$66.66,$166.11,81,"3,076"
"Jan 19, 2026",Skillets - Broad,$63.04,$108.63,60,"2,621"
"Jan 19, 2026",Knives - Exact,$56.42,$191.44,75,"2,280"
"Jan 19, 2026",Knives - Broad,$39.44,$119.27,39,"1,798"
"Jan 19, 2026",Boards - Exact,$28.98,$95.27,50,"2,667"
"Jan 19, 2026",Coffee - Exact,$34.17,$183.49,32,"1,883"
"Jan 19, 2026",Coffee - Broad,$28.21,$71.17,27,933
"Jan 19, 2026",Catalog - Auto,$76.21,$224.43,72,"4,135"
"Jan 20, 2026",Skillets - Exact,$61.23,$477.43,75,"2,689"
"Jan 20, 2026",Skillets - Broad,$40.51,$108.36,69,"3,487"
"Jan 20, 2026",Knives - Exact,$55.87,$333.71,94,"5,042"
"Jan 20, 2026",Knives - Broad,$30.70,$79.32,38,"1,333"
"Jan 20, 2026",Boards - Exact,$32.25,$127.56,56,"2,871"
"Jan 20, 2026",Coffee - Exact,$35.34,$166.88,36,"1,076"
"Jan 20, 2026",Coffee - Broad,$22.17,$59.98,29,892
"Jan 20, 2026",Catalog - Auto,$63.18,$160.13,76,"4,484"
"Jan 21, 2026",Skillets - Exact,$43.18,$217.84,45,"2,597"
"Jan 21, 2026",Skillets - Broad,$44.42,$185.18,71,"3,797"
"Jan 21, 2026",Knives - Exact,$46.60,$193.47,66,"3,886"
"Jan 21, 2026",Knives - Broad,$41.33,$91.18,43,"1,326"
"Jan 21, 2026",Boards - Exact,$25.68,$173.01,34,"1,724"
"Jan 21, 2026",Coffee - Exact,$28.20,$103.72,26,855
"Jan 21, 2026",Coffee - Broad,$20.10,$59.18,23,"1,164"
"Jan 21, 2026",Catalog - Auto,$88.94,$195.08,131,"5,255"
"Jan 22, 2026",Skillets - Exact,$89.76,$473.08,102,"3,458"
"Jan 22, 2026",Skillets - Broad,$32.95,$145.61,42,"1,512"
"Jan 22, 2026",Knives - Exact,$52.76,$197.62,63,"2,710"
"Jan 22, 2026",Knives - Broad,$26.48,$80.31,33,"1,280"
"Jan 22, 2026",Boards - Exact,$24.42,$142.08,23,"1,311"
"Jan 22, 2026",Coffee - Exact,$29.86,$196.75,42,"2,033"
"Jan 22, 2026",Coffee - Broad,$25.81,$50.80,31,"1,551"
"Jan 22, 2026",Catalog - Auto,$76.05,$138.20,78,"3,265"
"Jan 23, 2026",Skillets - Exact,$67.14,$250.32,80,"3,448"
"Jan 23, 2026",Skillets - Broad,$34.69,$106.52,41,"1,317"
"Jan 23, 2026",Knives - Exact,$36.44,$253.73,46,"1,591"
"Jan 23, 2026",Knives - Broad,$28.35,$72.43,26,"1,314"
"Jan 23, 2026",Boards - Exact,$26.75,$142.33,37,"2,073"
"Jan 23, 2026",Coffee - Exact,$25.80,$150.36,27,"1,509"
"Jan 23, 2026",Coffee - Broad,$20.59,$59.39,31,"1,738"
"Jan 23, 2026",Catalog - Auto,$73.87,$149.05,67,"2,308"
"Jan 24, 2026",Skillets - Exact,$58.71,$272.20,80,"2,581"
"Jan 24, 2026",Skillets - Broad,$55.14,$132.86,55,"1,814"
"Jan 24, 2026",Knives - Exact,$38.12,$152.27,59,"2,044"
"Jan 24, 2026",Knives - Broad,$31.15,$79.20,47,"2,405"
"Jan 24, 2026",Boards - Exact,$31.92,$111.34,35,"1,217"
"Jan 24, 2026",Coffee - Exact,$30.00,$127.59,38,"2,215"
"Jan 24, 2026",Coffee - Broad,$19.44,$59.87,24,828
"Jan 24, 2026",Catalog - Auto,$77.21,$120.68,104,"4,669"
"Jan 25, 2026",Skillets - Exact,$64.94,$269.32,109,"3,131"
"Jan 25, 2026",Skillets - Broad,$32.14,$108.14,39,"1,262"
"Jan 25, 2026",Knives - Exact,$46.22,$234.00,75,"4,300"
"Jan 25, 2026",Knives - Broad,$54.34,$121.10,65,"2,474"
"Jan 25, 2026",Boards - Exact,$33.97,$173.02,41,"2,343"
"Jan 25, 2026",Coffee - Exact,$45.28,$200.31,67,"2,204"
"Jan 25, 2026",Coffee - Broad,$16.97,$68.79,18,942
"Jan 25, 2026",Catalog - Auto,$65.50,$123.48,79,"2,904"
"Jan 26, 2026",Skillets - Exact,$53.68,$199.69,66,"3,377"
"Jan 26, 2026",Skillets - Broad,$40.16,$140.17,59,"3,047"
"Jan 26, 2026",Knives - Exact,$41.96,$192.67,49,"2,713"
"Jan 26, 2026",Knives - Broad,$45.18,$75.30,58,"2,751"
"Jan 26, 2026",Boards - Exact,$19.39,$111.73,31,913
"Jan 26, 2026",Coffee - Exact,$29.95,$152.58,43,"1,682"
"Jan 26, 2026",Coffee - Broad,$21.06,$53.32,20,"1,030"
"Jan 26, 2026",Catalog - Auto,$59.48,$124.09,86,"4,222"
"Jan 27, 2026",Skillets - Exact,$62.45,$496.07,90,"4,435"
"Jan 27, 2026",Skillets - Broad,$47.27,$131.75,46,"1,306"
"Jan 27, 2026",Knives - Exact,$45.67,$144.52,60,"2,806"
"Jan 27, 2026",Knives - Broad,$33.17,$67.89,38,"2,131"
"Jan 27, 2026",Boards - Exact,$24.09,$93.71,22,649
"Jan 27, 2026",Coffee - Exact,$23.78,$152.20,24,786
"Jan 27, 2026",Coffee - Broad,$23.91,$64.98,37,"1,592"
"Jan 27, 2026",Catalog - Auto,$110.55,$169.59,166,"6,263"
"Jan 28, 2026",Skillets - Exact,$68.96,$352.69,120,"4,203"
"Jan 28, 2026",Skillets - Broad,$47.99,$189.39,85,"3,775"
"Jan 28, 2026",Knives - Exact,$43.66,$192.80,39,"1,971"
"Jan 28, 2026",Knives - Broad,$26.26,$112.97,40,"1,277"
"Jan 28, 2026",Boards - Exact,$23.31,$113.67,24,"1,357"
"Jan 28, 2026",Coffee - Exact,$20.73,$125.10,24,871
"Jan 28, 2026",Coffee - Broad,$19.94,$47.60,23,"1,175"
"Jan 28, 2026",Catalog - Auto,$83.87,$256.22,122,"6,695"
"Jan 29, 2026",Skillets - Exact,$54.60,$284.85,71,"3,928"
"Jan 29, 2026",Skillets - Broad,$42.74,$117.16,63,"2,676"
"Jan 29, 2026",Knives - Exact,$59.69,$191.14,55,"2,311"
"Jan 29, 2026",Knives - Broad,$38.13,$80.91,46,"2,196"
"Jan 29, 2026",Boards - Exact,$24.67,$137.67,29,"1,411"
"Jan 29, 2026",Coffee - Exact,$23.47,$100.77,26,"1,097"
"Jan 29, 2026",Coffee - Broad,$21.86,$49.21,20,"1,085"
"Jan 29, 2026",Catalog - Auto,$64.26,$185.64,99,"4,290"
"Jan 30, 2026",Skillets - Exact,$59.83,$272.63,55,"3,060"
"Jan 30, 2026",Skillets - Broad,$41.88,$114.70,44,"1,844"
"Jan 30, 2026",Knives - Exact,$39.92,$258.71,57,"1,766"
"Jan 30, 2026",Knives - Broad,$32.91,$87.18,53,"1,945"
"Jan 30, 2026",Boards - Exact,$26.78,$146.87,44,"2,451"
"Jan 30, 2026",Coffee - Exact,$37.59,$177.93,67,"3,409"
"Jan 30, 2026",Coffee - Broad,$21.48,$61.13,35,"2,084"
"Jan 30, 2026",Catalog - Auto,$77.96,$140.40,76,"2,724"
"Jan 31, 2026",Skillets - Exact,$65.44,$270.63,93,"2,613"
"Jan 31, 2026",Skillets - Broad,$36.37,$109.31,34,"1,650"
"Jan 31, 2026",Knives - Exact,$58.52,$331.31,62,"3,080"
"Jan 31, 2026",Knives - Broad,$36.96,$99.66,42,"2,241"
"Jan 31, 2026",Boards - Exact,$26.91,$213.80,28,"1,495"
"Jan 31, 2026",Coffee - Exact,$30.93,$142.96,30,"1,038"
"Jan 31, 2026",Coffee - Broad,$18.95,$55.57,31,939
"Jan 31, 2026",Catalog - Auto,$75.84,$145.46,105,"5,160"
"Feb 01, 2026",Skillets - Exact,$83.92,$392.08,100,"4,467"
"Feb 01, 2026",Skillets - Broad,$40.59,$96.05,37,"1,969"
"Feb 01, 2026",Knives - Exact,$45.89,$168.68,44,"1,423"
"Feb 01, 2026",Knives - Broad,$22.51,$71.39,23,"1,237"
"Feb 01, 2026",Boards - Exact,$38.97,$200.19,38,"1,511"
"Feb 01, 2026",Coffee - Exact,$33.73,$150.85,42,"2,094"
"Feb 01, 2026",Coffee - Broad,$22.50,$54.17,21,612
"Feb 01, 2026",Catalog - Auto,$69.75,$158.58,67,"3,149"
"Feb 02, 2026",Skillets - Exact,$48.38,$187.15,65,"3,780"
"Feb 02, 2026",Skillets - Broad,$43.36,$149.77,53,"2,249"
"Feb 02, 2026",Knives - Exact,$56.42,$255.46,56,"2,386"
"Feb 02, 2026",Knives - Broad,$35.10,$125.49,56,"2,861"
"Feb 02, 2026",Boards - Exact,$25.23,$149.60,28,"1,661"
"Feb 02, 2026",Coffee - Exact,$38.77,$122.60,47,"1,567"
"Feb 02, 2026",Coffee - Broad,$21.30,$42.85,33,"1,087"
"Feb 02, 2026",Catalog - Auto,$97.49,$162.00,108,"5,190"
"Feb 03, 2026",Skillets - Exact,$87.25,$186.12,86,"4,129"
"Feb 03, 2026",Skillets - Broad,$35.11,$98.21,46,"1,904"
"Feb 03, 2026",Knives - Exact,$52.40,$267.52,68,"1,979"
"Feb 03, 2026",Knives - Broad,$32.61,$90.49,37,"1,991"
"Feb 03, 2026",Boards - Exact,$25.17,$153.01,25,779
"Feb 03, 2026",Coffee - Exact,$25.67,$113.23,29,"1,547"
"Feb 03, 2026",Coffee - Broad,$28.93,$101.26,38,"1,138"
"Feb 03, 2026",Catalog - Auto,$81.46,$181.34,134,"6,371"
"Feb 04, 2026",Skillets - Exact,$72.15,$201.00,77,"2,197"
"Feb 04, 2026",Skillets - Broad,$47.21,$121.05,44,"1,849"
"Feb 04, 2026",Knives - Exact,$55.94,$210.44,53,"2,186"
"Feb 04, 2026",Knives - Broad,$46.96,$135.11,53,"3,027"
"Feb 04, 2026",Boards - Exact,$25.48,$110.93,28,"1,530"
"Feb 04, 2026",Coffee - Exact,$39.68,$195.48,51,"1,997"
"Feb 04, 2026",Coffee - Broad,$24.67,$77.47,22,980
"Feb 04, 2026",Catalog - Auto,$83.85,$186.18,98,"3,857"
"Feb 05, 2026",Skillets - Exact,$55.87,$259.85,73,"3,485"
"Feb 05, 2026",Skillets - Broad,$49.98,$131.73,60,"2,550"
"Feb 05, 2026",Knives - Exact,$49.10,$216.98,48,"1,920"
"Feb 05, 2026",Knives - Broad,$54.65,$136.11,62,"2,989"
"Feb 05, 2026",Boards - Exact,$31.54,$126.18,48,"2,198"
"Feb 05, 2026",Coffee - Exact,$34.51,$136.41,37,"1,620"
"Feb 05, 2026",Coffee - Broad,$24.69,$63.58,25,"1,121"
"Feb 05, 2026",Catalog - Auto,$99.61,$210.74,101,"3,371"
"Feb 06, 2026",Skillets - Exact,$63.03,$225.58,103,"4,538"
"Feb 06, 2026",Skillets - Broad,$40.18,$115.42,61,"1,949"
"Feb 06, 2026",Knives - Exact,$65.07,$240.08,61,"2,664"
"Feb 06, 2026",Knives - Broad,$39.30,$137.72,45,"1,282"
"Feb 06, 2026",Boards - Exact,$35.89,$97.00,37,"1,621"
"Feb 06, 2026",Coffee - Exact,$20.51,$104.64,18,735
"Feb 06, 2026",Coffee - Broad,$23.22,$76.15,25,"1,487"
"Feb 06, 2026",Catalog - Auto,$86.80,$185.71,79,"4,039"
"Feb 07, 2026",Skillets - Exact,$102.82,$333.74,173,"6,071"
"Feb 07, 2026",Skillets - Broad,$44.33,$135.51,41,"2,454"
"Feb 07, 2026",Knives - Exact,$43.96,$154.10,56,"1,818"
"Feb 07, 2026",Knives - Broad,$27.49,$97.64,37,"1,291"
"Feb 07, 2026",Boards - Exact,$42.26,$151.36,40,"1,229"
"Feb 07, 2026",Coffee - Exact,$38.43,$141.42,51,"2,273"
"Feb 07, 2026",Coffee - Broad,$23.69,$60.04,27,"1,344"
"Feb 07, 2026",Catalog - Auto,$125.90,$156.02,169,"5,957"
"Feb 08, 2026",Skillets - Exact,$73.90,$281.22,101,"5,019"
"Feb 08, 2026",Skillets - Broad,$64.20,$196.36,70,"2,851"
"Feb 08, 2026",Knives - Exact,$51.65,$185.66,47,"1,956"
"Feb 08, 2026",Knives - Broad,$40.34,$67.91,45,"2,156"
"Feb 08, 2026",Boards - Exact,$38.35,$132.33,57,"1,878"
"Feb 08, 2026",Coffee - Exact,$23.29,$147.69,41,"1,938"
"Feb 08, 2026",Coffee - Broad,$19.43,$69.79,23,"1,156"
"Feb 08, 2026",Catalog - Auto,$74.09,$171.37,74,"3,837"
"Feb 09, 2026",Skillets - Exact,$91.18,$313.11,120,"6,229"
"Feb 09, 2026",Skillets - Broad,$65.73,$129.22,68,"3,535"
"Feb 09, 2026",Knives - Exact,$59.80,$283.86,65,"2,403"
"Feb 09, 2026",Knives - Broad,$44.69,$109.83,45,"1,865"
"Feb 09, 2026",Boards - Exact,$31.41,$111.58,48,"1,744"
"Feb 09, 2026",Coffee - Exact,$39.72,$145.74,36,"1,286"
"Feb 09, 2026",Coffee - Broad,$36.03,$101.59,38,"1,847"
"Feb 09, 2026",Catalog - Auto,$125.10,$192.42,145,"4,375"
"Feb 10, 2026",Skillets - Exact,$77.53,$476.13,94,"4,282"
"Feb 10, 2026",Skillets - Broad,$75.27,$167.87,77,"3,939"
"Feb 10, 2026",Knives - Exact,$76.42,$248.54,73,"3,435"
"Feb 10, 2026",Knives - Broad,$53.99,$159.76,60,"3,056"
"Feb 10, 2026",Boards - Exact,$43.70,$150.60,51,"2,023"
"Feb 10, 2026",Coffee - Exact,$33.29,$104.82,51,"2,369"
"Feb 10, 2026",Coffee - Broad,$26.21,$74.26,30,"1,356"
"Feb 10, 2026",Catalog - Auto,$91.64,$261.69,106,"5,592"
"Feb 11, 2026",Skillets - Exact,$60.60,$386.97,56,"2,574"
"Feb 11, 2026",Skillets - Broad,$52.09,$151.87,79,"4,199"
"Feb 11, 2026",Knives - Exact,$78.64,$253.61,72,"2,648"
"Feb 11, 2026",Knives - Broad,$44.63,$99.48,49,"2,309"
"Feb 11, 2026",Boards - Exact,$35.60,$145.15,61,"1,958"
"Feb 11, 2026",Coffee - Exact,$39.36,$139.83,47,"2,515"
"Feb 11, 2026",Coffee - Broad,$43.95,$119.42,57,"3,172"
"Feb 11, 2026",Catalog - Auto,$72.15,$84.24,68,"3,207"
"Feb 12, 2026",Skillets - Exact,$78.99,$341.54,98,"5,289"
"Feb 12, 2026",Skillets - Broad,$58.73,$143.45,69,"2,095"
"Feb 12, 2026",Knives - Exact,$85.04,$307.50,89,"3,185"
"Feb 12, 2026",Knives - Broad,$49.16,$115.39,87,"2,511"
"Feb 12, 2026",Boards - Exact,$33.11,$76.51,30,"1,164"
"Feb 12, 2026",Coffee - Exact,$49.19,$278.53,71,"3,379"
"Feb 12, 2026",Coffee - Broad,$27.41,$70.78,40,"1,389"
"Feb 12, 2026",Catalog - Auto,$158.20,$267.29,176,"5,506"
"Feb 13, 2026",Skillets - Exact,$111.56,$411.21,105,"5,158"
"Feb 13, 2026",Skillets - Broad,$50.40,$134.32,46,"2,705"
"Feb 13, 2026",Knives - Exact,$66.67,$349.08,80,"2,987"
"Feb 13, 2026",Knives - Broad,$35.43,$112.79,47,"1,962"
"Feb 13, 2026",Boards - Exact,$35.81,$148.16,35,"1,137"
"Feb 13, 2026",Coffee - Exact,$46.61,$163.64,72,"2,044"
"Feb 13, 2026",Coffee - Broad,$29.62,$59.04,39,"2,103"
"Feb 13, 2026",Catalog - Auto,$89.65,$155.80,114,"5,774"
"Feb 14, 2026",Skillets - Exact,$84.98,$283.30,118,"5,305"
"Feb 14, 2026",Skillets - Broad,$46.13,$98.07,68,"4,066"
"Feb 14, 2026",Knives - Exact,$88.73,$274.87,89,"4,881"
"Feb 14, 2026",Knives - Broad,$51.68,$96.23,57,"2,976"
"Feb 14, 2026",Boards - Exact,$55.69,$217.91,85,"3,272"
"Feb 14, 2026",Coffee - Exact,$60.72,$146.40,60,"3,157"
"Feb 14, 2026",Coffee - Broad,$28.75,$67.58,35,"1,356"
"Feb 14, 2026",Catalog - Auto,$85.78,$157.52,116,"4,199"
"Feb 15, 2026",Skillets - Exact,$73.97,$232.95,105,"3,090"
"Feb 15, 2026",Skillets - Broad,$60.70,$107.23,82,"2,683"
"Feb 15, 2026",Knives - Exact,$73.44,$394.39,79,"3,555"
"Feb 15, 2026",Knives - Broad,$41.71,$101.22,54,"2,704"
"Feb 15, 2026",Boards - Exact,$25.99,$104.53,33,931
"Feb 15, 2026",Coffee - Exact,$52.37,$293.93,73,"4,375"
"Feb 15, 2026",Coffee - Broad,$36.33,$122.46,35,"1,321"
"Feb 15, 2026",Catalog - Auto,$128.51,$202.16,206,"8,552"
"Feb 16, 2026",Skillets - Exact,$100.57,$323.60,160,"5,672"
"Feb 16, 2026",Skillets - Broad,$81.31,$166.67,103,"5,234"
"Feb 16, 2026",Knives - Exact,$76.35,$404.32,74,"3,786"
"Feb 16, 2026",Knives - Broad,$57.06,$134.28,60,"2,834"
"Feb 16, 2026",Boards - Exact,$36.19,$199.53,32,"1,488"
"Feb 16, 2026",Coffee - Exact,$47.33,$276.91,46,"2,693"
"Feb 16, 2026",Coffee - Broad,$29.17,$66.49,33,"1,398"
"Feb 16, 2026",Catalog - Auto,$124.04,$161.99,116,"4,797"
"Feb 17, 2026",Skillets - Exact,$73.53,$278.02,87,"2,497"
"Feb 17, 2026",Skillets - Broad,$61.02,$170.67,63,"3,073"
"Feb 17, 2026",Knives - Exact,$60.97,$260.26,99,"5,855"
"Feb 17, 2026",Knives - Broad,$40.66,$88.72,58,"2,434"
"Feb 17, 2026",Boards - Exact,$44.04,$115.21,75,"3,067"
"Feb 17, 2026",Coffee - Exact,$42.39,$121.75,66,"3,239"
"Feb 17, 2026",Coffee - Broad,$30.57,$78.10,35,"1,532"
"Feb 17, 2026",Catalog - Auto,$128.10,$176.74,205,"11,538"
"Feb 18, 2026",Skillets - Exact,$115.53,$362.08,152,"5,929"
"Feb 18, 2026",Skillets - Broad,$62.02,$205.36,70,"2,861"
"Feb 18, 2026",Knives - Exact,$71.23,$315.09,110,"5,274"
"Feb 18, 2026",Knives - Broad,$49.13,$106.89,53,"2,504"
"Feb 18, 2026",Boards - Exact,$43.50,$135.89,46,"2,341"
"Feb 18, 2026",Coffee - Exact,$45.43,$225.44,68,"2,335"
"Feb 18, 2026",Coffee - Broad,$30.85,$78.35,33,"1,035"
"Feb 18, 2026",Catalog - Auto,$125.09,$259.03,190,"11,331"
"Feb 19, 2026",Skillets - Exact,$103.28,$593.89,156,"6,234"
"Feb 19, 2026",Skillets - Broad,$99.73,$175.00,132,"6,340"
"Feb 19, 2026",Knives - Exact,$91.53,$282.99,106,"3,951"
"Feb 19, 2026",Knives - Broad,$65.17,$153.36,80,"4,767"
"Feb 19, 2026",Boards - Exact,$39.24,$167.12,39,"1,842"
"Feb 19, 2026",Coffee - Exact,$42.10,$168.76,41,"1,949"
"Feb 19, 2026",Coffee - Broad,$37.50,$79.66,47,"2,682"
"Feb 19, 2026",Catalog - Auto,$150.40,$293.04,145,"7,896"
"Feb 20, 2026",Skillets - Exact,$111.04,$395.51,129,"3,837"
"Feb 20, 2026",Skillets - Broad,$73.23,$162.45,69,"2,722"
"Feb 20, 2026",Knives - Exact,$88.74,$286.39,158,"5,635"
"Feb 20, 2026",Knives - Broad,$39.15,$100.53,51,"2,500"
"Feb 20, 2026",Boards - Exact,$50.32,$132.97,53,"1,630"
"Feb 20, 2026",Coffee - Exact,$43.93,$166.32,41,"2,347"
"Feb 20, 2026",Coffee - Broad,$37.83,$97.54,43,"1,462"
"Feb 20, 2026",Catalog - Auto,$150.29,$242.80,149,"4,861"
"Feb 21, 2026",Skillets - Exact,$99.14,$292.16,106,"3,237"
"Feb 21, 2026",Skillets - Broad,$70.80,$166.55,88,"4,322"
"Feb 21, 2026",Knives - Exact,$76.22,$329.31,90,"3,823"
"Feb 21, 2026",Knives - Broad,$43.48,$96.24,70,"2,844"
"Feb 21, 2026",Boards - Exact,$39.21,$139.04,50,"2,389"
"Feb 21, 2026",Coffee - Exact,$39.85,$142.74,38,"2,245"
"Feb 21, 2026",Coffee - Broad,$26.79,$83.76,46,"1,342"
"Feb 21, 2026",Catalog - Auto,$118.21,$182.30,124,"4,858"
"Feb 22, 2026",Skillets - Exact,$114.68,$452.62,163,"6,788"
"Feb 22, 2026",Skillets - Broad,$79.34,$177.50,105,"5,151"
"Feb 22, 2026",Knives - Exact,$80.43,$321.19,89,"3,883"
"Feb 22, 2026",Knives - Broad,$49.41,$123.14,58,"2,153"
"Feb 22, 2026",Boards - Exact,$40.96,$185.89,56,"2,530"
"Feb 22, 2026",Coffee - Exact,$35.99,$224.65,51,"1,640"
"Feb 22, 2026",Coffee - Broad,$32.46,$70.41,30,"1,392"
"Feb 22, 2026",Catalog - Auto,$133.73,$211.72,142,"4,618"
"Feb 23, 2026",Skillets - Exact,$93.29,$389.86,114,"6,001"
"Feb 23, 2026",Skillets - Broad,$66.41,$176.20,101,"3,124"
"Feb 23, 2026",Knives - Exact,$65.96,$236.94,62,"3,572"
"Feb 23, 2026",Knives - Broad,$60.47,$107.41,71,"3,857"
"Feb 23, 2026",Boards - Exact,$36.93,$141.08,62,"3,635"
"Feb 23, 2026",Coffee - Exact,$53.77,$228.63,72,"2,889"
"Feb 23, 2026",Coffee - Broad,$31.51,$64.33,51,"2,717"
"Feb 23, 2026",Catalog - Auto,$109.30,$192.98,192,"6,754"
"Feb 24, 2026",Skillets - Exact,$99.73,$344.25,149,"7,692"
"Feb 24, 2026",Skillets - Broad,$48.33,$116.78,63,"2,408"
"Feb 24, 2026",Knives - Exact,$87.35,$315.27,120,"5,339"
"Feb 24, 2026",Knives - Broad,$43.74,$111.51,40,"1,857"
"Feb 24, 2026",Boards - Exact,$34.59,$172.80,35,"1,806"
"Feb 24, 2026",Coffee - Exact,$37.74,$134.42,41,"2,244"
"Feb 24, 2026",Coffee - Broad,$46.77,$99.21,58,"1,803"
"Feb 24, 2026",Catalog - Auto,$150.98,$189.97,214,"9,391"
"Feb 25, 2026",Skillets - Exact,$78.78,$361.13,71,"2,355"
"Feb 25, 2026",Skillets - Broad,$75.25,$149.34,74,"3,606"
"Feb 25, 2026",Knives - Exact,$65.17,$260.86,117,"4,901"
"Feb 25, 2026",Knives - Broad,$67.99,$122.03,101,"5,790"
"Feb 25, 2026",Boards - Exact,$41.41,$204.78,43,"1,416"
"Feb 25, 2026",Coffee - Exact,$50.95,$206.18,56,"2,230"
"Feb 25, 2026",Coffee - Broad,$31.02,$87.28,45,"1,712"
"Feb 25, 2026",Catalog - Auto,$136.92,$255.03,127,"5,744"
"Feb 26, 2026",Skillets - Exact,$79.93,$288.81,130,"6,357"
"Feb 26, 2026",Skillets - Broad,$55.70,$178.32,97,"5,529"
"Feb 26, 2026",Knives - Exact,$96.66,$343.81,144,"4,862"
"Feb 26, 2026",Knives - Broad,$46.63,$158.77,72,"3,891"
"Feb 26, 2026",Boards - Exact,$56.01,$157.87,73,"3,262"
"Feb 26, 2026",Coffee - Exact,$39.34,$169.90,50,"2,853"
"Feb 26, 2026",Coffee - Broad,$34.73,$83.04,35,"1,309"
"Feb 26, 2026",Catalog - Auto,$111.40,$188.58,198,"6,562"
"Feb 27, 2026",Skillets - Exact,$101.05,$255.11,91,"4,768"
"Feb 27, 2026",Skillets - Broad,$55.42,$129.70,57,"2,202"
"Feb 27, 2026",Knives - Exact,$76.93,$307.37,136,"5,991"
"Feb 27, 2026",Knives - Broad,$39.96,$99.06,50,"2,252"
"Feb 27, 2026",Boards - Exact,$25.49,$91.17,25,"1,197"
"Feb 27, 2026",Coffee - Exact,$57.81,$275.80,68,"2,033"
"Feb 27, 2026",Coffee - Broad,$28.37,$92.81,34,"1,899"
"Feb 27, 2026",Catalog - Auto,$114.49,$303.87,204,"6,098"
"Feb 28, 2026",Skillets - Exact,$128.18,$351.90,199,"6,778"
"Feb 28, 2026",Skillets - Broad,$50.19,$150.22,51,"2,053"
"Feb 28, 2026",Knives - Exact,$83.97,$207.43,140,"5,673"
"Feb 28, 2026",Knives - Broad,$54.23,$142.44,50,"2,212"
"Feb 28, 2026",Boards - Exact,$27.32,$123.52,39,"2,273"
"Feb 28, 2026",Coffee - Exact,$46.39,$163.77,42,"1,916"
"Feb 28, 2026",Coffee - Broad,$30.61,$69.13,52,"1,643"
"Feb 28, 2026",Catalog - Auto,$120.25,$206.53,130,"4,881"
"Mar 01, 2026",Skillets - Exact,$133.19,$520.46,126,"4,734"
"Mar 01, 2026",Skillets - Broad,$54.03,$111.99,51,"2,920"
"Mar 01, 2026",Knives - Exact,$69.38,$183.68,87,"3,259"
"Mar 01, 2026",Knives - Broad,$53.83,$103.88,59,"3,363"
"Mar 01, 2026",Boards - Exact,$53.89,$179.38,50,"1,521"
"Mar 01, 2026",Coffee - Exact,$38.82,$155.65,35,"1,991"
"Mar 01, 2026",Coffee - Broad,$32.77,$85.77,43,"1,560"
"Mar 01, 2026",Catalog - Auto,$86.35,$187.48,87,"3,980"
"Mar 02, 2026",Skillets - Exact,$103.36,$401.61,94,"4,491"
"Mar 02, 2026",Skillets - Broad,$57.98,$262.93,55,"2,985"
"Mar 02, 2026",Knives - Exact,$74.62,$157.76,71,"2,668"
"Mar 02, 2026",Knives - Broad,$45.62,$100.64,51,"3,057"
"Mar 02, 2026",Boards - Exact,$34.43,$133.90,39,"2,212"
"Mar 02, 2026",Coffee - Exact,$39.25,$167.59,66,"2,529"
"Mar 02, 2026",Coffee - Broad,$38.32,$90.93,39,"1,926"
"Mar 02, 2026",Catalog - Auto,$124.51,$199.93,125,"4,675"
"Mar 03, 2026",Skillets - Exact,$129.31,$608.86,127,"4,856"
"Mar 03, 2026",Skillets - Broad,$45.36,$154.46,72,"2,978"
"Mar 03, 2026",Knives - Exact,$100.73,$289.09,96,"2,838"
"Mar 03, 2026",Knives - Broad,$43.29,$105.48,46,"2,594"
"Mar 03, 2026",Boards - Exact,$53.80,$238.27,97,"4,258"
"Mar 03, 2026",Coffee - Exact,$39.74,$190.56,52,"1,507"
"Mar 03, 2026",Coffee - Broad,$38.65,$120.70,41,"2,059"
"Mar 03, 2026",Catalog - Auto,$128.82,$228.81,169,"6,447"
"Mar 04, 2026",Skillets - Exact,$86.22,$353.89,102,"2,989"
"Mar 04, 2026",Skillets - Broad,$76.79,$174.48,77,"4,069"
"Mar 04, 2026",Knives - Exact,$85.70,$275.03,109,"6,510"
"Mar 04, 2026",Knives - Broad,$58.24,$103.70,92,"3,903"
"Mar 04, 2026",Boards - Exact,$38.06,$185.10,42,"1,864"
"Mar 04, 2026",Coffee - Exact,$27.67,$118.06,25,"1,021"
"Mar 04, 2026",Coffee - Broad,$42.47,$88.42,61,"3,589"
"Mar 04, 2026",Catalog - Auto,$123.08,$156.01,112,"5,537"
"Mar 05, 2026",Skillets - Exact,$128.02,$414.91,227,"12,417"
"Mar 05, 2026",Skillets - Broad,$46.87,$152.77,62,"2,467"
"Mar 05, 2026",Knives - Exact,$77.71,$312.97,115,"4,130"
"Mar 05, 2026",Knives - Broad,$44.07,$92.67,43,"1,357"
"Mar 05, 2026",Boards - Exact,$33.25,$147.20,39,"1,782"
